"","Sites","AB","SR","BI","Com.dist","Hunting"
"2413","13",6,4,62.78,-0.285775515484963,1
"2414","14",14,7,78.856,0.287016934702205,1
"2415","15",17,12,508.018,0.752674627610676,1
"2416","16",5,5,50.88,-0.91490098004188,0
"2417","17",12,7,115.568,-0.557811453649108,0
"2418","18",7,5,74.1,-0.304285394021343,0
"2419","19",23,15,202.688,0.254564067111078,0
"2420","20",17,9,169.38,0.683746376927438,0
"2421","1",15,10,180.54,-1.11989236443133,0
"2422","2",19,10,212.838,-0.774654473469132,0
"2423","3",31,12,398.74,-0.121274545357364,0
"2424","4",44,14,668.968,0.402591289386846,0
"2425","5",25,13,326.968,-0.103848950764644,0
"2426","6",16,9,143.6,-1.65297188284342,1
"2427","7",18,10,129.556,-0.838026006137351,1
"2428","8",21,10,279.72,-0.475063981855253,1
"2429","9",20,13,155.484,0.260403464110951,1
"2430","10",16,11,172.368,0.799097476221641,1
"2431","11",11,10,73.438,-1.16142935035878,1
"2432","12",13,8,115.826,-0.891118632925657,1
"2433","13",12,7,105.97,-0.285775515484963,1
"2434","14",18,9,53.436,0.287016934702205,1
"2435","15",27,12,532.394,0.752674627610676,1
"2436","16",17,10,148.17,-0.91490098004188,0
"2437","17",19,12,187.218,-0.557811453649108,0
"2438","18",18,10,193.07,-0.304285394021343,0
"2439","19",42,17,462.698,0.254564067111078,0
"2440","20",24,11,389.84,0.683746376927438,0
"2441","1",13,10,79.76,-1.11989236443133,0
"2442","2",18,11,95.638,-0.774654473469132,0
"2443","3",23,14,203.87,-0.121274545357364,0
"2444","4",42,16,427.718,0.402591289386846,0
"2445","5",25,14,169.9,-0.103848950764644,0
"2446","6",10,6,28.07,-1.65297188284342,1
"2447","7",17,10,65.166,-0.838026006137351,1
"2448","8",15,7,66.81,-0.475063981855253,1
"2449","9",21,11,80.014,0.260403464110951,1
"2450","10",10,7,42.67,0.799097476221641,1
"2451","11",8,7,45.138,-1.16142935035878,1
"2452","12",11,8,70.908,-0.891118632925657,1
"2453","13",16,11,107.05,-0.285775515484963,1
"2454","14",22,11,112.464,0.287016934702205,1
"2455","15",18,12,422.438,0.752674627610676,1
"2456","16",11,8,81.21,-0.91490098004188,0
"2457","17",12,9,88.418,-0.557811453649108,0
"2458","18",14,12,278.57,-0.304285394021343,0
"2459","19",33,16,200.848,0.254564067111078,0
"2460","20",39,16,239.01,0.683746376927438,0
"2461","1",14,8,68.05,-1.11989236443133,0
"2462","2",18,10,118.538,-0.774654473469132,0
"2463","3",24,15,184.25,-0.121274545357364,0
"2464","4",49,15,495.286,0.402591289386846,0
"2465","5",19,10,194.48,-0.103848950764644,0
"2466","6",6,4,17.53,-1.65297188284342,1
"2467","7",18,11,78.414,-0.838026006137351,1
"2468","8",11,8,56.26,-0.475063981855253,1
"2469","9",24,12,70.262,0.260403464110951,1
"2470","10",17,8,56.01,0.799097476221641,1
"2471","11",9,5,23.288,-1.16142935035878,1
"2472","12",18,7,95.676,-0.891118632925657,1
"2473","13",15,9,78.96,-0.285775515484963,1
"2474","14",20,10,82.916,0.287016934702205,1
"2475","15",30,14,537.468,0.752674627610676,1
"2476","16",10,7,78.86,-0.91490098004188,0
"2477","17",21,13,150.326,-0.557811453649108,0
"2478","18",16,9,132.28,-0.304285394021343,0
"2479","19",36,13,145.048,0.254564067111078,0
"2480","20",40,13,222.52,0.683746376927438,0
"2481","1",10,7,62.91,-1.11989236443133,0
"2482","2",15,9,66.358,-0.774654473469132,0
"2483","3",22,10,188.4,-0.121274545357364,0
"2484","4",38,13,301.398,0.402591289386846,0
"2485","5",20,12,201.24,-0.103848950764644,0
"2486","6",11,5,35.15,-1.65297188284342,1
"2487","7",14,10,53.996,-0.838026006137351,1
"2488","8",10,7,57.98,-0.475063981855253,1
"2489","9",23,11,74.386,0.260403464110951,1
"2490","10",17,9,112.93,0.799097476221641,1
"2491","11",5,4,18.488,-1.16142935035878,1
"2492","12",9,7,57.188,-0.891118632925657,1
"2493","13",13,8,120.88,-0.285775515484963,1
"2494","14",16,7,65.048,0.287016934702205,1
"2495","15",27,11,415.256,0.752674627610676,1
"2496","16",9,5,72.18,-0.91490098004188,0
"2497","17",16,8,83.588,-0.557811453649108,0
"2498","18",11,7,80.78,-0.304285394021343,0
"2499","19",27,16,153.768,0.254564067111078,0
"2500","20",21,10,111.52,0.683746376927438,0
"2501","1",14,10,115.11,-1.11989236443133,0
"2502","2",21,9,108.956,-0.774654473469132,0
"2503","3",23,13,173.148,-0.121274545357364,0
"2504","4",31,12,289.356,0.402591289386846,0
"2505","5",17,9,157.16,-0.103848950764644,0
"2506","6",10,6,39.726,-1.65297188284342,1
"2507","7",14,10,82.026,-0.838026006137351,1
"2508","8",10,6,46.28,-0.475063981855253,1
"2509","9",20,12,100.794,0.260403464110951,1
"2510","10",11,6,55.93,0.799097476221641,1
"2511","11",8,6,16.988,-1.16142935035878,1
"2512","12",10,5,48.188,-0.891118632925657,1
"2513","13",11,7,106.18,-0.285775515484963,1
"2514","14",15,8,132.836,0.287016934702205,1
"2515","15",15,10,220.768,0.752674627610676,1
"2516","16",12,8,122.73,-0.91490098004188,0
"2517","17",18,11,84.368,-0.557811453649108,0
"2518","18",9,7,63.788,-0.304285394021343,0
"2519","19",31,13,238.268,0.254564067111078,0
"2520","20",17,8,71.83,0.683746376927438,0
"2521","1",11,10,86.03,-1.11989236443133,0
"2522","2",14,11,100.038,-0.774654473469132,0
"2523","3",14,8,137.85,-0.121274545357364,0
"2524","4",35,13,382.658,0.402591289386846,0
"2525","5",17,13,148.84,-0.103848950764644,0
"2526","6",11,8,38.7,-1.65297188284342,1
"2527","7",11,9,42.288,-0.838026006137351,1
"2528","8",8,7,44.56,-0.475063981855253,1
"2529","9",20,14,82.494,0.260403464110951,1
"2530","10",7,5,54.13,0.799097476221641,1
"2531","11",4,4,17.038,-1.16142935035878,1
"2532","12",8,7,49.638,-0.891118632925657,1
"2533","13",9,7,73.93,-0.285775515484963,1
"2534","14",12,10,117.198,0.287016934702205,1
"2535","15",12,10,254.368,0.752674627610676,1
"2536","16",12,8,90.73,-0.91490098004188,0
"2537","17",17,9,124.568,-0.557811453649108,0
"2538","18",10,6,108.93,-0.304285394021343,0
"2539","19",31,14,183.558,0.254564067111078,0
"2540","20",28,16,196.62,0.683746376927438,0
"2541","1",14,7,87.85,-1.11989236443133,0
"2542","2",26,11,91.278,-0.774654473469132,0
"2543","3",22,10,183.87,-0.121274545357364,0
"2544","4",46,15,285.538,0.402591289386846,0
"2545","5",20,10,159.34,-0.103848950764644,0
"2546","6",6,4,14.31,-1.65297188284342,1
"2547","7",19,11,82.316,-0.838026006137351,1
"2548","8",12,4,46.98,-0.475063981855253,1
"2549","9",31,14,87.584,0.260403464110951,1
"2550","10",19,6,50.79,0.799097476221641,1
"2551","11",6,5,14.748,-1.16142935035878,1
"2552","12",16,9,80.768,-0.891118632925657,1
"2553","13",16,5,104.8,-0.285775515484963,1
"2554","14",23,11,107.308,0.287016934702205,1
"2555","15",28,11,269.996,0.752674627610676,1
"2556","16",14,6,59.24,-0.91490098004188,0
"2557","17",18,7,94.308,-0.557811453649108,0
"2558","18",15,9,132.15,-0.304285394021343,0
"2559","19",41,14,194.448,0.254564067111078,0
"2560","20",38,10,150.44,0.683746376927438,0
"2561","1",16,8,105.67,-1.11989236443133,0
"2562","2",19,10,113.206,-0.774654473469132,0
"2563","3",15,10,173.15,-0.121274545357364,0
"2564","4",36,13,344.636,0.402591289386846,0
"2565","5",19,10,221.14,-0.103848950764644,0
"2566","6",13,7,29.646,-1.65297188284342,1
"2567","7",15,8,80.476,-0.838026006137351,1
"2568","8",12,8,84.068,-0.475063981855253,1
"2569","9",24,13,138.994,0.260403464110951,1
"2570","10",17,8,84.63,0.799097476221641,1
"2571","11",13,8,95.756,-1.16142935035878,1
"2572","12",14,9,60.428,-0.891118632925657,1
"2573","13",14,7,109.78,-0.285775515484963,1
"2574","14",23,9,92.516,0.287016934702205,1
"2575","15",19,12,299.918,0.752674627610676,1
"2576","16",10,7,73.28,-0.91490098004188,0
"2577","17",18,9,153.498,-0.557811453649108,0
"2578","18",13,10,124.8,-0.304285394021343,0
"2579","19",28,12,204.508,0.254564067111078,0
"2580","20",22,10,132.68,0.683746376927438,0
"2581","1",11,9,231.36,-1.11989236443133,0
"2582","2",14,8,76.826,-0.774654473469132,0
"2583","3",24,14,530.65,-0.121274545357364,0
"2584","4",52,15,777.356,0.402591289386846,0
"2585","5",19,12,214.26,-0.103848950764644,0
"2586","6",10,8,246.87,-1.65297188284342,1
"2587","7",24,12,195.834,-0.838026006137351,1
"2588","8",12,8,417.96,-0.475063981855253,1
"2589","9",21,15,286.45,0.260403464110951,1
"2590","10",26,11,579.47,0.799097476221641,1
"2591","11",14,8,566.978,-1.16142935035878,1
"2592","12",15,9,264.916,-0.891118632925657,1
"2593","13",23,10,400.58,-0.285775515484963,1
"2594","14",27,12,330.854,0.287016934702205,1
"2595","15",30,11,823.916,0.752674627610676,1
"2596","16",10,5,82.84,-0.91490098004188,0
"2597","17",25,10,205.658,-0.557811453649108,0
"2598","18",11,8,129.96,-0.304285394021343,0
"2599","19",44,18,499.486,0.254564067111078,0
"2600","20",27,11,530.42,0.683746376927438,0
"2601","1",16,6,117.06,-1.11989236443133,0
"2602","2",17,8,90.138,-0.774654473469132,0
"2603","3",20,8,232.95,-0.121274545357364,0
"2604","4",35,10,387.834,0.402591289386846,0
"2605","5",18,9,191.936,-0.103848950764644,0
"2606","6",9,5,21.018,-1.65297188284342,1
"2607","7",12,8,43.34,-0.838026006137351,1
"2608","8",8,7,73.668,-0.475063981855253,1
"2609","9",18,12,91.69,0.260403464110951,1
"2610","10",9,6,39.586,0.799097476221641,1
"2611","11",8,7,44.388,-1.16142935035878,1
"2612","12",16,9,104.74,-0.891118632925657,1
"2613","13",11,6,75.348,-0.285775515484963,1
"2614","14",19,9,80.3,0.287016934702205,1
"2615","15",17,10,425.086,0.752674627610676,1
"2616","16",9,4,88.78,-0.91490098004188,0
"2617","17",19,10,142.318,-0.557811453649108,0
"2618","18",10,8,94.288,-0.304285394021343,0
"2619","19",21,12,167.848,0.254564067111078,0
"2620","20",15,7,84.508,0.683746376927438,0
"2621","1",7,6,64.73,-1.11989236443133,0
"2622","2",15,10,72.818,-0.774654473469132,0
"2623","3",18,10,156.31,-0.121274545357364,0
"2624","4",48,15,435.078,0.402591289386846,0
"2625","5",24,14,220.88,-0.103848950764644,0
"2626","6",7,5,47.35,-1.65297188284342,1
"2627","7",16,9,77.252,-0.838026006137351,1
"2628","8",10,6,51.53,-0.475063981855253,1
"2629","9",20,12,85.456,0.260403464110951,1
"2630","10",20,11,140.16,0.799097476221641,1
"2631","11",11,9,62.638,-1.16142935035878,1
"2632","12",11,9,49.406,-0.891118632925657,1
"2633","13",14,9,103.76,-0.285775515484963,1
"2634","14",27,11,105.568,0.287016934702205,1
"2635","15",27,12,290.728,0.752674627610676,1
"2636","16",10,9,69.368,-0.91490098004188,0
"2637","17",12,7,104.128,-0.557811453649108,0
"2638","18",12,8,152.6,-0.304285394021343,0
"2639","19",33,15,267.498,0.254564067111078,0
"2640","20",33,11,293.728,0.683746376927438,0
"2641","1",14,10,255.98,-1.11989236443133,0
"2642","2",21,12,193.988,-0.774654473469132,0
"2643","3",24,13,158.416,-0.121274545357364,0
"2644","4",39,15,332.418,0.402591289386846,0
"2645","5",34,20,275.55,-0.103848950764644,0
"2646","6",16,7,86.158,-1.65297188284342,1
"2647","7",18,11,91.894,-0.838026006137351,1
"2648","8",14,11,455.23,-0.475063981855253,1
"2649","9",20,15,260.952,0.260403464110951,1
"2650","10",28,13,1253.898,0.799097476221641,1
"2651","11",8,6,34.988,-1.16142935035878,1
"2652","12",12,7,66.014,-0.891118632925657,1
"2653","13",13,9,138.82,-0.285775515484963,1
"2654","14",29,16,512.356,0.287016934702205,1
"2655","15",32,15,1382.388,0.752674627610676,1
"2656","16",7,7,210.28,-0.91490098004188,0
"2657","17",20,14,297.198,-0.557811453649108,0
"2658","18",17,15,308.17,-0.304285394021343,0
"2659","19",41,21,398.746,0.254564067111078,0
"2660","20",28,18,146.246,0.683746376927438,0
"2661","1",12,9,105.71,-1.11989236443133,0
"2662","2",19,13,149.118,-0.774654473469132,0
"2663","3",23,12,190.35,-0.121274545357364,0
"2664","4",65,16,500.786,0.402591289386846,0
"2665","5",35,15,343.01,-0.103848950764644,0
"2666","6",9,6,26.114,-1.65297188284342,1
"2667","7",29,15,118.766,-0.838026006137351,1
"2668","8",13,9,98.098,-0.475063981855253,1
"2669","9",32,17,257.658,0.260403464110951,1
"2670","10",18,10,138.334,0.799097476221641,1
"2671","11",10,8,31.018,-1.16142935035878,1
"2672","12",14,9,106.452,-0.891118632925657,1
"2673","13",15,9,82.706,-0.285775515484963,1
"2674","14",24,11,151.292,0.287016934702205,1
"2675","15",24,17,389.556,0.752674627610676,1
"2676","16",13,6,148.48,-0.91490098004188,0
"2677","17",24,12,168.994,-0.557811453649108,0
"2678","18",19,10,205.8,-0.304285394021343,0
"2679","19",44,17,260.628,0.254564067111078,0
"2680","20",38,16,232.53,0.683746376927438,0
"2681","1",18,8,105.31,-1.11989236443133,0
"2682","2",26,10,178.074,-0.774654473469132,0
"2683","3",31,15,227.148,-0.121274545357364,0
"2684","4",43,13,463.568,0.402591289386846,0
"2685","5",24,11,229.35,-0.103848950764644,0
"2686","6",12,4,22.25,-1.65297188284342,1
"2687","7",18,11,86.876,-0.838026006137351,1
"2688","8",16,9,119.74,-0.475063981855253,1
"2689","9",25,15,154.69,0.260403464110951,1
"2690","10",21,12,170.398,0.799097476221641,1
"2691","11",10,8,48.688,-1.16142935035878,1
"2692","12",11,6,81.988,-0.891118632925657,1
"2693","13",13,7,135.96,-0.285775515484963,1
"2694","14",23,11,147.604,0.287016934702205,1
"2695","15",26,15,393.738,0.752674627610676,1
"2696","16",16,11,174.48,-0.91490098004188,0
"2697","17",24,9,195.456,-0.557811453649108,0
"2698","18",21,11,138.78,-0.304285394021343,0
"2699","19",42,15,264.186,0.254564067111078,0
"2700","20",35,13,299.54,0.683746376927438,0
"2701","1",17,13,89.13,-1.11989236443133,0
"2702","2",22,13,155.738,-0.774654473469132,0
"2703","3",21,9,197.4,-0.121274545357364,0
"2704","4",41,17,428.248,0.402591289386846,0
"2705","5",23,15,262.6,-0.103848950764644,0
"2706","6",8,6,22.3,-1.65297188284342,1
"2707","7",15,9,46.034,-0.838026006137351,1
"2708","8",9,8,52.9,-0.475063981855253,1
"2709","9",22,14,91.856,0.260403464110951,1
"2710","10",17,12,163.18,0.799097476221641,1
"2711","11",8,7,45.508,-1.16142935035878,1
"2712","12",11,9,59.708,-0.891118632925657,1
"2713","13",12,10,95.168,-0.285775515484963,1
"2714","14",21,12,124.284,0.287016934702205,1
"2715","15",26,17,363.128,0.752674627610676,1
"2716","16",17,10,207.23,-0.91490098004188,0
"2717","17",15,9,101.218,-0.557811453649108,0
"2718","18",16,8,150.8,-0.304285394021343,0
"2719","19",28,18,207.448,0.254564067111078,0
"2720","20",30,14,279.22,0.683746376927438,0
"2721","1",24,8,350.54,-1.11989236443133,0
"2722","2",27,10,329.538,-0.774654473469132,0
"2723","3",44,13,712.75,-0.121274545357364,0
"2724","4",90,13,1495.488,0.402591289386846,0
"2725","5",48,15,794.68,-0.103848950764644,0
"2726","6",14,7,76.5,-1.65297188284342,1
"2727","7",20,11,169.982,-0.838026006137351,1
"2728","8",22,8,292.56,-0.475063981855253,1
"2729","9",43,13,483.634,0.260403464110951,1
"2730","10",69,10,1333.408,0.799097476221641,1
"2731","11",17,10,129.318,-1.16142935035878,1
"2732","12",23,12,269.018,-0.891118632925657,1
"2733","13",22,12,235.36,-0.285775515484963,1
"2734","14",50,12,685.882,0.287016934702205,1
"2735","15",60,13,1150.318,0.752674627610676,1
"2736","16",28,7,510.34,-0.91490098004188,0
"2737","17",32,10,527.698,-0.557811453649108,0
"2738","18",47,12,892.13,-0.304285394021343,0
"2739","19",70,15,1170.158,0.254564067111078,0
"2740","20",84,13,1414.55,0.683746376927438,0
"2741","1",11,8,110.61,-1.11989236443133,0
"2742","2",14,8,86.938,-0.774654473469132,0
"2743","3",20,10,272.25,-0.121274545357364,0
"2744","4",38,12,640.616,0.402591289386846,0
"2745","5",20,12,204.33,-0.103848950764644,0
"2746","6",15,9,133.32,-1.65297188284342,1
"2747","7",21,14,206.438,-0.838026006137351,1
"2748","8",7,7,62.73,-0.475063981855253,1
"2749","9",17,12,105.156,0.260403464110951,1
"2750","10",18,9,282.13,0.799097476221641,1
"2751","11",8,7,52.378,-1.16142935035878,1
"2752","12",17,12,137.458,-0.891118632925657,1
"2753","13",12,7,127.2,-0.285775515484963,1
"2754","14",19,8,218.628,0.287016934702205,1
"2755","15",23,12,872.898,0.752674627610676,1
"2756","16",8,6,56.288,-0.91490098004188,0
"2757","17",13,7,106.068,-0.557811453649108,0
"2758","18",9,7,121.3,-0.304285394021343,0
"2759","19",27,11,179.448,0.254564067111078,0
"2760","20",26,12,553.098,0.683746376927438,0
"2761","1",14,8,65.16,-1.11989236443133,0
"2762","2",19,12,251.838,-0.774654473469132,0
"2763","3",23,13,203.298,-0.121274545357364,0
"2764","4",39,19,336.246,0.402591289386846,0
"2765","5",22,12,358.66,-0.103848950764644,0
"2766","6",10,5,65.05,-1.65297188284342,1
"2767","7",18,11,46.134,-0.838026006137351,1
"2768","8",10,8,242.38,-0.475063981855253,1
"2769","9",26,16,297.69,0.260403464110951,1
"2770","10",19,10,471.68,0.799097476221641,1
"2771","11",8,5,24.738,-1.16142935035878,1
"2772","12",13,9,69.376,-0.891118632925657,1
"2773","13",12,9,98.18,-0.285775515484963,1
"2774","14",19,11,114.456,0.287016934702205,1
"2775","15",36,14,1788.696,0.752674627610676,1
"2776","16",12,9,94.02,-0.91490098004188,0
"2777","17",13,8,244.968,-0.557811453649108,0
"2778","18",18,15,316.47,-0.304285394021343,0
"2779","19",30,16,151.078,0.254564067111078,0
"2780","20",20,13,110.14,0.683746376927438,0
"2781","1",10,6,60.51,-1.11989236443133,0
"2782","2",19,12,302.408,-0.774654473469132,0
"2783","3",15,10,157.57,-0.121274545357364,0
"2784","4",43,12,518.258,0.402591289386846,0
"2785","5",25,12,308.53,-0.103848950764644,0
"2786","6",13,9,110.7,-1.65297188284342,1
"2787","7",16,8,109.836,-0.838026006137351,1
"2788","8",8,6,66.96,-0.475063981855253,1
"2789","9",20,12,102.206,0.260403464110951,1
"2790","10",16,10,147.09,0.799097476221641,1
"2791","11",11,10,310.188,-1.16142935035878,1
"2792","12",9,8,96.988,-0.891118632925657,1
"2793","13",12,8,102.48,-0.285775515484963,1
"2794","14",13,7,58.308,0.287016934702205,1
"2795","15",23,11,539.428,0.752674627610676,1
"2796","16",9,9,80.48,-0.91490098004188,0
"2797","17",18,8,153.398,-0.557811453649108,0
"2798","18",13,9,106.548,-0.304285394021343,0
"2799","19",41,16,273.338,0.254564067111078,0
"2800","20",25,12,145.538,0.683746376927438,0
"2801","1",9,6,47.54,-1.11989236443133,0
"2802","2",19,9,119.426,-0.774654473469132,0
"2803","3",22,12,227.328,-0.121274545357364,0
"2804","4",41,16,398.716,0.402591289386846,0
"2805","5",16,8,250.98,-0.103848950764644,0
"2806","6",10,7,51.23,-1.65297188284342,1
"2807","7",15,11,91.784,-0.838026006137351,1
"2808","8",6,4,96.98,-0.475063981855253,1
"2809","9",17,11,120.694,0.260403464110951,1
"2810","10",6,5,65.01,0.799097476221641,1
"2811","11",8,7,30.308,-1.16142935035878,1
"2812","12",14,7,55.172,-0.891118632925657,1
"2813","13",14,9,123.23,-0.285775515484963,1
"2814","14",15,8,94.278,0.287016934702205,1
"2815","15",21,10,513.116,0.752674627610676,1
"2816","16",12,8,152.01,-0.91490098004188,0
"2817","17",14,7,110.656,-0.557811453649108,0
"2818","18",15,7,156.46,-0.304285394021343,0
"2819","19",28,12,184.796,0.254564067111078,0
"2820","20",26,10,170.56,0.683746376927438,0
"2821","1",7,5,45.51,-1.11989236443133,0
"2822","2",17,9,88.788,-0.774654473469132,0
"2823","3",12,7,100.63,-0.121274545357364,0
"2824","4",32,13,417.648,0.402591289386846,0
"2825","5",14,10,162.33,-0.103848950764644,0
"2826","6",6,4,25.55,-1.65297188284342,1
"2827","7",12,7,44.576,-0.838026006137351,1
"2828","8",10,6,82.76,-0.475063981855253,1
"2829","9",13,11,58.326,0.260403464110951,1
"2830","10",7,7,40.518,0.799097476221641,1
"2831","11",5,4,21.788,-1.16142935035878,1
"2832","12",11,7,57.188,-0.891118632925657,1
"2833","13",12,6,86.63,-0.285775515484963,1
"2834","14",13,8,54.148,0.287016934702205,1
"2835","15",19,11,479.748,0.752674627610676,1
"2836","16",8,7,90.98,-0.91490098004188,0
"2837","17",16,6,128.556,-0.557811453649108,0
"2838","18",6,4,63.6,-0.304285394021343,0
"2839","19",26,13,176.668,0.254564067111078,0
"2840","20",15,10,293.428,0.683746376927438,0
"2841","1",16,7,113.79,-1.11989236443133,0
"2842","2",18,10,111.338,-0.774654473469132,0
"2843","3",16,8,161.55,-0.121274545357364,0
"2844","4",29,12,299.268,0.402591289386846,0
"2845","5",13,10,146.83,-0.103848950764644,0
"2846","6",7,5,14.57,-1.65297188284342,1
"2847","7",14,11,64.788,-0.838026006137351,1
"2848","8",12,8,59.33,-0.475063981855253,1
"2849","9",21,13,93.576,0.260403464110951,1
"2850","10",12,9,69.13,0.799097476221641,1
"2851","11",7,6,27.588,-1.16142935035878,1
"2852","12",13,7,81.908,-0.891118632925657,1
"2853","13",10,8,95,-0.285775515484963,1
"2854","14",20,11,74.178,0.287016934702205,1
"2855","15",26,12,379.418,0.752674627610676,1
"2856","16",11,10,99.15,-0.91490098004188,0
"2857","17",16,10,104.618,-0.557811453649108,0
"2858","18",9,5,97.2,-0.304285394021343,0
"2859","19",29,14,191.188,0.254564067111078,0
"2860","20",22,13,118.24,0.683746376927438,0
"2861","1",13,9,58.84,-1.11989236443133,0
"2862","2",24,11,154.418,-0.774654473469132,0
"2863","3",23,12,199.34,-0.121274545357364,0
"2864","4",42,15,339.838,0.402591289386846,0
"2865","5",22,14,181.76,-0.103848950764644,0
"2866","6",12,4,21.43,-1.65297188284342,1
"2867","7",15,8,36.904,-0.838026006137351,1
"2868","8",15,10,90.604,-0.475063981855253,1
"2869","9",20,11,73.478,0.260403464110951,1
"2870","10",17,7,122.3,0.799097476221641,1
"2871","11",12,6,30.226,-1.16142935035878,1
"2872","12",9,7,39.376,-0.891118632925657,1
"2873","13",10,6,71.528,-0.285775515484963,1
"2874","14",20,8,71.476,0.287016934702205,1
"2875","15",19,12,281.248,0.752674627610676,1
"2876","16",6,6,52.08,-0.91490098004188,0
"2877","17",14,7,106.528,-0.557811453649108,0
"2878","18",12,7,88.74,-0.304285394021343,0
"2879","19",41,13,164.356,0.254564067111078,0
"2880","20",22,9,95.13,0.683746376927438,0
"2881","1",11,7,56.81,-1.11989236443133,0
"2882","2",20,10,126.038,-0.774654473469132,0
"2883","3",17,8,169.05,-0.121274545357364,0
"2884","4",37,16,400.848,0.402591289386846,0
"2885","5",14,11,188.78,-0.103848950764644,0
"2886","6",6,4,19.97,-1.65297188284342,1
"2887","7",15,10,53.238,-0.838026006137351,1
"2888","8",11,8,78.098,-0.475063981855253,1
"2889","9",21,11,87.276,0.260403464110951,1
"2890","10",6,5,36.13,0.799097476221641,1
"2891","11",8,7,39.268,-1.16142935035878,1
"2892","12",11,7,52.476,-0.891118632925657,1
"2893","13",11,6,86.83,-0.285775515484963,1
"2894","14",19,11,103.848,0.287016934702205,1
"2895","15",20,11,294.098,0.752674627610676,1
"2896","16",10,6,65.22,-0.91490098004188,0
"2897","17",17,8,83.668,-0.557811453649108,0
"2898","18",11,8,108.78,-0.304285394021343,0
"2899","19",31,13,205.018,0.254564067111078,0
"2900","20",26,11,183.37,0.683746376927438,0
"2901","1",13,10,78.33,-1.11989236443133,0
"2902","2",21,9,97.826,-0.774654473469132,0
"2903","3",20,13,117.65,-0.121274545357364,0
"2904","4",36,15,315.578,0.402591289386846,0
"2905","5",28,15,171.01,-0.103848950764644,0
"2906","6",13,10,59.498,-1.65297188284342,1
"2907","7",19,13,100.052,-0.838026006137351,1
"2908","8",23,12,71.13,-0.475063981855253,1
"2909","9",32,14,77.582,0.260403464110951,1
"2910","10",18,11,59.468,0.799097476221641,1
"2911","11",13,9,21.338,-1.16142935035878,1
"2912","12",23,11,66.164,-0.891118632925657,1
"2913","13",23,9,246.78,-0.285775515484963,1
"2914","14",25,13,76.146,0.287016934702205,1
"2915","15",27,13,304.194,0.752674627610676,1
"2916","16",12,9,62.056,-0.91490098004188,0
"2917","17",23,12,116.748,-0.557811453649108,0
"2918","18",13,11,71.53,-0.304285394021343,0
"2919","19",34,18,185.318,0.254564067111078,0
"2920","20",25,10,79.22,0.683746376927438,0
"2921","1",15,12,120.988,-1.11989236443133,0
"2922","2",22,13,151.108,-0.774654473469132,0
"2923","3",24,10,271.35,-0.121274545357364,0
"2924","4",41,13,456.928,0.402591289386846,0
"2925","5",22,10,258.93,-0.103848950764644,0
"2926","6",13,7,90.43,-1.65297188284342,1
"2927","7",18,11,116.126,-0.838026006137351,1
"2928","8",13,6,118.93,-0.475063981855253,1
"2929","9",21,13,103.39,0.260403464110951,1
"2930","10",8,7,46.63,0.799097476221641,1
"2931","11",8,7,51.778,-1.16142935035878,1
"2932","12",11,8,72.158,-0.891118632925657,1
"2933","13",14,9,89.93,-0.285775515484963,1
"2934","14",18,9,82.828,0.287016934702205,1
"2935","15",18,11,331.618,0.752674627610676,1
"2936","16",16,7,115.61,-0.91490098004188,0
"2937","17",20,11,161.068,-0.557811453649108,0
"2938","18",12,9,123.5,-0.304285394021343,0
"2939","19",35,14,267.838,0.254564067111078,0
"2940","20",21,12,226.59,0.683746376927438,0
"2941","1",7,5,45.51,-1.11989236443133,0
"2942","2",23,10,107.094,-0.774654473469132,0
"2943","3",16,11,290.05,-0.121274545357364,0
"2944","4",40,12,319.716,0.402591289386846,0
"2945","5",22,13,190.878,-0.103848950764644,0
"2946","6",6,5,21.238,-1.65297188284342,1
"2947","7",15,9,50.79,-0.838026006137351,1
"2948","8",12,8,60.528,-0.475063981855253,1
"2949","9",24,11,112.446,0.260403464110951,1
"2950","10",18,8,87.342,0.799097476221641,1
"2951","11",9,7,59.298,-1.16142935035878,1
"2952","12",13,7,48.284,-0.891118632925657,1
"2953","13",15,8,110.696,-0.285775515484963,1
"2954","14",19,9,86.304,0.287016934702205,1
"2955","15",28,13,679.434,0.752674627610676,1
"2956","16",15,7,88.49,-0.91490098004188,0
"2957","17",21,11,108.814,-0.557811453649108,0
"2958","18",15,11,167.23,-0.304285394021343,0
"2959","19",29,12,143.218,0.254564067111078,0
"2960","20",27,10,165.758,0.683746376927438,0
"2961","1",8,6,43.49,-1.11989236443133,0
"2962","2",14,10,84.318,-0.774654473469132,0
"2963","3",13,8,136.47,-0.121274545357364,0
"2964","4",31,12,261.078,0.402591289386846,0
"2965","5",14,10,145.04,-0.103848950764644,0
"2966","6",7,5,22.37,-1.65297188284342,1
"2967","7",13,7,43.084,-0.838026006137351,1
"2968","8",8,5,65.58,-0.475063981855253,1
"2969","9",17,12,75.81,0.260403464110951,1
"2970","10",8,7,62.298,0.799097476221641,1
"2971","11",8,7,52.288,-1.16142935035878,1
"2972","12",9,7,45.308,-0.891118632925657,1
"2973","13",9,6,73.58,-0.285775515484963,1
"2974","14",16,9,124.688,0.287016934702205,1
"2975","15",18,10,292.288,0.752674627610676,1
"2976","16",4,4,45.78,-0.91490098004188,0
"2977","17",13,6,125.456,-0.557811453649108,0
"2978","18",9,7,90.708,-0.304285394021343,0
