"","Sites","AB","SR","BI","Com.dist","Hunting"
"1","1",11,8,135.51,-1.11989236443133,0
"2","2",14,11,117.438,-0.774654473469132,0
"3","3",12,9,162.858,-0.121274545357364,0
"4","4",32,13,288.448,0.402591289386846,0
"5","5",22,12,218.56,-0.103848950764644,0
"6","6",9,7,204.88,-1.65297188284342,1
"7","7",16,11,77.656,-0.838026006137351,1
"8","8",11,8,291.04,-0.475063981855253,1
"9","9",22,13,128.344,0.260403464110951,1
"10","10",11,8,78.29,0.799097476221641,1
"11","11",8,7,54.638,-1.16142935035878,1
"12","12",10,7,116.488,-0.891118632925657,1
"13","13",15,11,137.66,-0.285775515484963,1
"14","14",22,12,149.178,0.287016934702205,1
"15","15",18,10,457.348,0.752674627610676,1
"16","16",8,7,68.288,-0.91490098004188,0
"17","17",19,9,114.468,-0.557811453649108,0
"18","18",15,10,133.21,-0.304285394021343,0
"19","19",32,17,272.826,0.254564067111078,0
"20","20",23,11,181.16,0.683746376927438,0
"21","1",9,7,97.48,-1.11989236443133,0
"22","2",28,14,166.158,-0.774654473469132,0
"23","3",28,13,261.43,-0.121274545357364,0
"24","4",42,16,497.068,0.402591289386846,0
"25","5",16,10,229.52,-0.103848950764644,0
"26","6",10,7,58.208,-1.65297188284342,1
"27","7",15,7,39.012,-0.838026006137351,1
"28","8",10,7,58.96,-0.475063981855253,1
"29","9",25,14,177.42,0.260403464110951,1
"30","10",15,12,180.53,0.799097476221641,1
"31","11",5,5,31.388,-1.16142935035878,1
"32","12",10,7,47.414,-0.891118632925657,1
"33","13",14,9,109.53,-0.285775515484963,1
"34","14",14,8,44.736,0.287016934702205,1
"35","15",17,11,576.518,0.752674627610676,1
"36","16",13,10,93.9,-0.91490098004188,0
"37","17",25,13,228.238,-0.557811453649108,0
"38","18",13,8,183.29,-0.304285394021343,0
"39","19",31,15,209.788,0.254564067111078,0
"40","20",16,11,148.66,0.683746376927438,0
"41","1",18,8,73.828,-1.11989236443133,0
"42","2",25,14,122.298,-0.774654473469132,0
"43","3",24,11,194.85,-0.121274545357364,0
"44","4",43,12,301.428,0.402591289386846,0
"45","5",31,16,221.23,-0.103848950764644,0
"46","6",13,7,84.2,-1.65297188284342,1
"47","7",18,12,62.586,-0.838026006137351,1
"48","8",12,7,117.36,-0.475063981855253,1
"49","9",30,13,128.342,0.260403464110951,1
"50","10",15,7,80.08,0.799097476221641,1
"51","11",7,7,44.168,-1.16142935035878,1
"52","12",11,9,60.568,-0.891118632925657,1
"53","13",18,10,109.05,-0.285775515484963,1
"54","14",18,8,101.388,0.287016934702205,1
"55","15",21,12,654.248,0.752674627610676,1
"56","16",18,7,176.44,-0.91490098004188,0
"57","17",17,8,138.908,-0.557811453649108,0
"58","18",17,9,148.56,-0.304285394021343,0
"59","19",37,17,232.718,0.254564067111078,0
"60","20",34,14,196.4,0.683746376927438,0
"61","1",15,9,87.43,-1.11989236443133,0
"62","2",17,10,96.226,-0.774654473469132,0
"63","3",22,11,326.23,-0.121274545357364,0
"64","4",46,16,405.478,0.402591289386846,0
"65","5",29,14,267.26,-0.103848950764644,0
"66","6",7,4,15.59,-1.65297188284342,1
"67","7",20,10,66.3,-0.838026006137351,1
"68","8",20,9,185.208,-0.475063981855253,1
"69","9",20,13,128.912,0.260403464110951,1
"70","10",16,7,80.01,0.799097476221641,1
"71","11",6,6,13.388,-1.16142935035878,1
"72","12",8,6,41.476,-0.891118632925657,1
"73","13",13,8,125.94,-0.285775515484963,1
"74","14",20,8,85.828,0.287016934702205,1
"75","15",24,13,362.656,0.752674627610676,1
"76","16",9,7,85.028,-0.91490098004188,0
"77","17",26,10,153.404,-0.557811453649108,0
"78","18",13,8,77.95,-0.304285394021343,0
"79","19",39,16,248.644,0.254564067111078,0
"80","20",39,12,389.96,0.683746376927438,0
"81","1",18,14,110.16,-1.11989236443133,0
"82","2",18,14,94.958,-0.774654473469132,0
"83","3",30,15,195.59,-0.121274545357364,0
"84","4",61,22,373.984,0.402591289386846,0
"85","5",25,16,244.41,-0.103848950764644,0
"86","6",7,5,12.95,-1.65297188284342,1
"87","7",20,12,53.972,-0.838026006137351,1
"88","8",19,12,125.03,-0.475063981855253,1
"89","9",30,17,317.562,0.260403464110951,1
"90","10",29,18,123.738,0.799097476221641,1
"91","11",11,7,48.688,-1.16142935035878,1
"92","12",16,12,44.618,-0.891118632925657,1
"93","13",19,12,84.338,-0.285775515484963,1
"94","14",30,16,148.698,0.287016934702205,1
"95","15",43,20,542.706,0.752674627610676,1
"96","16",12,10,163.73,-0.91490098004188,0
"97","17",16,11,96.268,-0.557811453649108,0
"98","18",20,16,137.268,-0.304285394021343,0
"99","19",38,21,229.878,0.254564067111078,0
"100","20",37,16,106.43,0.683746376927438,0
"101","1",11,10,95.53,-1.11989236443133,0
"102","2",13,10,88.938,-0.774654473469132,0
"103","3",18,10,222.25,-0.121274545357364,0
"104","4",43,16,347.828,0.402591289386846,0
"105","5",22,15,216.28,-0.103848950764644,0
"106","6",5,3,19.55,-1.65297188284342,1
"107","7",20,11,266.456,-0.838026006137351,1
"108","8",15,8,115.18,-0.475063981855253,1
"109","9",19,14,147.926,0.260403464110951,1
"110","10",22,13,128.83,0.799097476221641,1
"111","11",12,9,231.188,-1.16142935035878,1
"112","12",14,10,61.888,-0.891118632925657,1
"113","13",10,8,94.88,-0.285775515484963,1
"114","14",15,8,132.348,0.287016934702205,1
"115","15",26,12,747.168,0.752674627610676,1
"116","16",6,5,61.98,-0.91490098004188,0
"117","17",22,10,336.018,-0.557811453649108,0
"118","18",13,8,130.4,-0.304285394021343,0
"119","19",31,16,196.698,0.254564067111078,0
"120","20",20,13,260.14,0.683746376927438,0
"121","1",9,7,48.71,-1.11989236443133,0
"122","2",14,10,88.218,-0.774654473469132,0
"123","3",21,13,159.388,-0.121274545357364,0
"124","4",41,13,337.636,0.402591289386846,0
"125","5",22,15,187.218,-0.103848950764644,0
"126","6",7,5,21.17,-1.65297188284342,1
"127","7",11,8,31.196,-0.838026006137351,1
"128","8",11,9,57.5,-0.475063981855253,1
"129","9",23,13,71.982,0.260403464110951,1
"130","10",15,11,52.38,0.799097476221641,1
"131","11",13,9,20.358,-1.16142935035878,1
"132","12",9,8,40.808,-0.891118632925657,1
"133","13",14,11,110.518,-0.285775515484963,1
"134","14",25,12,88.946,0.287016934702205,1
"135","15",21,15,455.608,0.752674627610676,1
"136","16",9,9,58.08,-0.91490098004188,0
"137","17",18,11,82.264,-0.557811453649108,0
"138","18",20,14,282.57,-0.304285394021343,0
"139","19",35,17,186.588,0.254564067111078,0
"140","20",29,13,114.37,0.683746376927438,0
"141","1",13,8,84.11,-1.11989236443133,0
"142","2",16,9,79.076,-0.774654473469132,0
"143","3",26,11,231.85,-0.121274545357364,0
"144","4",33,17,302.406,0.402591289386846,0
"145","5",20,14,180.1,-0.103848950764644,0
"146","6",6,5,22.85,-1.65297188284342,1
"147","7",14,10,64.936,-0.838026006137351,1
"148","8",11,8,72.38,-0.475063981855253,1
"149","9",28,15,107.244,0.260403464110951,1
"150","10",15,8,119.786,0.799097476221641,1
"151","11",9,5,22.276,-1.16142935035878,1
"152","12",13,9,54.828,-0.891118632925657,1
"153","13",13,11,123.53,-0.285775515484963,1
"154","14",29,14,173.096,0.287016934702205,1
"155","15",24,12,301.676,0.752674627610676,1
"156","16",11,8,55.98,-0.91490098004188,0
"157","17",18,10,86.496,-0.557811453649108,0
"158","18",11,9,112.75,-0.304285394021343,0
"159","19",34,17,229.438,0.254564067111078,0
"160","20",33,15,291.95,0.683746376927438,0
"161","1",14,8,132.89,-1.11989236443133,0
"162","2",19,14,107.988,-0.774654473469132,0
"163","3",21,13,168.234,-0.121274545357364,0
"164","4",55,15,497.79,0.402591289386846,0
"165","5",20,16,167.93,-0.103848950764644,0
"166","6",9,5,18.29,-1.65297188284342,1
"167","7",16,9,40.764,-0.838026006137351,1
"168","8",16,10,131.12,-0.475063981855253,1
"169","9",25,12,85.234,0.260403464110951,1
"170","10",22,13,127.728,0.799097476221641,1
"171","11",12,8,30.684,-1.16142935035878,1
"172","12",13,7,64.84,-0.891118632925657,1
"173","13",25,13,188.988,-0.285775515484963,1
"174","14",31,11,167.448,0.287016934702205,1
"175","15",30,15,364.436,0.752674627610676,1
"176","16",13,9,75.08,-0.91490098004188,0
"177","17",19,9,149.682,-0.557811453649108,0
"178","18",21,11,191.804,-0.304285394021343,0
"179","19",36,19,197.858,0.254564067111078,0
"180","20",38,16,220.92,0.683746376927438,0
"181","1",15,7,115.93,-1.11989236443133,0
"182","2",23,10,152.758,-0.774654473469132,0
"183","3",19,10,172.78,-0.121274545357364,0
"184","4",40,18,373.796,0.402591289386846,0
"185","5",17,10,164.96,-0.103848950764644,0
"186","6",9,5,26.45,-1.65297188284342,1
"187","7",12,11,71.088,-0.838026006137351,1
"188","8",5,4,41.48,-0.475063981855253,1
"189","9",17,12,78.968,0.260403464110951,1
"190","10",9,7,41.83,0.799097476221641,1
"191","11",7,6,48.488,-1.16142935035878,1
"192","12",11,9,41.338,-0.891118632925657,1
"193","13",9,6,92.78,-0.285775515484963,1
"194","14",15,8,204.428,0.287016934702205,1
"195","15",17,10,599.728,0.752674627610676,1
"196","16",10,7,66.03,-0.91490098004188,0
"197","17",20,8,152.848,-0.557811453649108,0
"198","18",14,7,121.38,-0.304285394021343,0
"199","19",31,14,190.316,0.254564067111078,0
"200","20",18,8,127.58,0.683746376927438,0
"201","1",10,7,82.14,-1.11989236443133,0
"202","2",21,10,82.088,-0.774654473469132,0
"203","3",15,7,151.65,-0.121274545357364,0
"204","4",37,12,363.216,0.402591289386846,0
"205","5",15,11,121.18,-0.103848950764644,0
"206","6",4,4,11.75,-1.65297188284342,1
"207","7",13,9,34.006,-0.838026006137351,1
"208","8",10,8,46.59,-0.475063981855253,1
"209","9",27,13,137.786,0.260403464110951,1
"210","10",9,8,51.81,0.799097476221641,1
"211","11",7,6,15.948,-1.16142935035878,1
"212","12",9,8,89.788,-0.891118632925657,1
"213","13",8,4,68.56,-0.285775515484963,1
"214","14",17,10,94.238,0.287016934702205,1
"215","15",22,13,322.758,0.752674627610676,1
"216","16",13,7,80.06,-0.91490098004188,0
"217","17",14,7,90.406,-0.557811453649108,0
"218","18",5,5,85.1,-0.304285394021343,0
"219","19",22,12,129.118,0.254564067111078,0
"220","20",12,6,66.16,0.683746376927438,0
"221","1",12,7,65.91,-1.11989236443133,0
"222","2",19,8,79.388,-0.774654473469132,0
"223","3",23,12,219.45,-0.121274545357364,0
"224","4",51,15,394.596,0.402591289386846,0
"225","5",28,13,218.94,-0.103848950764644,0
"226","6",10,5,26.15,-1.65297188284342,1
"227","7",17,11,226.228,-0.838026006137351,1
"228","8",9,6,103.96,-0.475063981855253,1
"229","9",21,12,67.386,0.260403464110951,1
"230","10",9,6,100.76,0.799097476221641,1
"231","11",6,6,19.518,-1.16142935035878,1
"232","12",12,8,49.508,-0.891118632925657,1
"233","13",14,7,128.3,-0.285775515484963,1
"234","14",19,7,90.648,0.287016934702205,1
"235","15",22,11,294.086,0.752674627610676,1
"236","16",10,7,106.58,-0.91490098004188,0
"237","17",18,6,122.328,-0.557811453649108,0
"238","18",13,8,75.57,-0.304285394021343,0
"239","19",34,12,170.208,0.254564067111078,0
"240","20",27,12,152.72,0.683746376927438,0
"241","1",36,10,265.51,-1.11989236443133,0
"242","2",45,17,421.496,-0.774654473469132,0
"243","3",53,16,652.726,-0.121274545357364,0
"244","4",95,19,913.356,0.402591289386846,0
"245","5",55,20,572.65,-0.103848950764644,0
"246","6",21,10,176.05,-1.65297188284342,1
"247","7",35,16,207.546,-0.838026006137351,1
"248","8",30,13,360.85,-0.475063981855253,1
"249","9",49,16,261.21,0.260403464110951,1
"250","10",55,15,543.35,0.799097476221641,1
"251","11",25,12,201.358,-1.16142935035878,1
"252","12",25,10,254.988,-0.891118632925657,1
"253","13",34,12,220.88,-0.285775515484963,1
"254","14",43,16,403.644,0.287016934702205,1
"255","15",58,22,637.738,0.752674627610676,1
"256","16",29,14,303.63,-0.91490098004188,0
"257","17",56,16,416.118,-0.557811453649108,0
"258","18",46,13,389.37,-0.304285394021343,0
"259","19",73,19,571.908,0.254564067111078,0
"260","20",72,16,670.36,0.683746376927438,0
"261","1",15,10,154.83,-1.11989236443133,0
"262","2",22,13,151.356,-0.774654473469132,0
"263","3",19,14,362.888,-0.121274545357364,0
"264","4",37,16,592.668,0.402591289386846,0
"265","5",21,12,369.88,-0.103848950764644,0
"266","6",7,4,18.2,-1.65297188284342,1
"267","7",15,7,46.152,-0.838026006137351,1
"268","8",6,6,63.18,-0.475063981855253,1
"269","9",23,15,281.482,0.260403464110951,1
"270","10",19,13,619.13,0.799097476221641,1
"271","11",7,6,19.688,-1.16142935035878,1
"272","12",11,9,45.988,-0.891118632925657,1
"273","13",11,6,102.53,-0.285775515484963,1
"274","14",17,11,86.798,0.287016934702205,1
"275","15",32,17,752.686,0.752674627610676,1
"276","16",11,9,125.03,-0.91490098004188,0
"277","17",15,10,124.568,-0.557811453649108,0
"278","18",19,13,174.95,-0.304285394021343,0
"279","19",36,18,384.198,0.254564067111078,0
"280","20",29,12,580.18,0.683746376927438,0
"281","1",5,5,39.73,-1.11989236443133,0
"282","2",13,9,87.988,-0.774654473469132,0
"283","3",18,10,198.9,-0.121274545357364,0
"284","4",36,16,535.498,0.402591289386846,0
"285","5",13,9,183.86,-0.103848950764644,0
"286","6",5,5,16.4,-1.65297188284342,1
"287","7",12,8,68.164,-0.838026006137351,1
"288","8",8,5,69.1,-0.475063981855253,1
"289","9",21,13,105.504,0.260403464110951,1
"290","10",9,9,50.3,0.799097476221641,1
"291","11",6,5,22.558,-1.16142935035878,1
"292","12",7,6,36.488,-0.891118632925657,1
"293","13",10,8,79.66,-0.285775515484963,1
"294","14",16,9,106.528,0.287016934702205,1
"295","15",13,11,269.688,0.752674627610676,1
"296","16",7,6,81.48,-0.91490098004188,0
"297","17",11,7,96.068,-0.557811453649108,0
"298","18",6,6,94.6,-0.304285394021343,0
"299","19",31,13,226.168,0.254564067111078,0
"300","20",23,8,137.88,0.683746376927438,0
"301","1",11,11,68.53,-1.11989236443133,0
"302","2",16,10,73.318,-0.774654473469132,0
"303","3",27,12,214.48,-0.121274545357364,0
"304","4",38,14,389.398,0.402591289386846,0
"305","5",22,9,215.28,-0.103848950764644,0
"306","6",20,10,27.47,-1.65297188284342,1
"307","7",19,9,49.864,-0.838026006137351,1
"308","8",18,7,56.268,-0.475063981855253,1
"309","9",30,14,110.37,0.260403464110951,1
"310","10",19,13,59.58,0.799097476221641,1
"311","11",14,8,64.688,-1.16142935035878,1
"312","12",18,10,49.276,-0.891118632925657,1
"313","13",13,9,76.4,-0.285775515484963,1
"314","14",27,10,115.936,0.287016934702205,1
"315","15",27,14,340.168,0.752674627610676,1
"316","16",12,7,54.26,-0.91490098004188,0
"317","17",19,8,84.298,-0.557811453649108,0
"318","18",17,12,144.15,-0.304285394021343,0
"319","19",34,13,170.048,0.254564067111078,0
"320","20",37,14,217.58,0.683746376927438,0
"321","1",13,7,69.51,-1.11989236443133,0
"322","2",23,7,101.826,-0.774654473469132,0
"323","3",18,7,173.55,-0.121274545357364,0
"324","4",44,13,686.076,0.402591289386846,0
"325","5",19,11,144.55,-0.103848950764644,0
"326","6",9,4,33.05,-1.65297188284342,1
"327","7",17,8,60.964,-0.838026006137351,1
"328","8",9,6,56.78,-0.475063981855253,1
"329","9",23,15,129.902,0.260403464110951,1
"330","10",14,9,72.75,0.799097476221641,1
"331","11",5,4,21.188,-1.16142935035878,1
"332","12",13,6,63.976,-0.891118632925657,1
"333","13",7,5,62.78,-0.285775515484963,1
"334","14",19,7,94.528,0.287016934702205,1
"335","15",20,11,544.318,0.752674627610676,1
"336","16",8,6,53.768,-0.91490098004188,0
"337","17",18,7,108.656,-0.557811453649108,0
"338","18",13,9,105.47,-0.304285394021343,0
"339","19",29,13,297.426,0.254564067111078,0
"340","20",20,10,304.45,0.683746376927438,0
"341","1",8,7,63.43,-1.11989236443133,0
"342","2",10,7,46.738,-0.774654473469132,0
"343","3",14,10,118.53,-0.121274545357364,0
"344","4",28,12,294.768,0.402591289386846,0
"345","5",16,9,192.44,-0.103848950764644,0
"346","6",3,3,10.55,-1.65297188284342,1
"347","7",14,10,97.776,-0.838026006137351,1
"348","8",7,5,69.38,-0.475063981855253,1
"349","9",15,11,64.594,0.260403464110951,1
"350","10",13,8,57.68,0.799097476221641,1
"351","11",4,4,13.388,-1.16142935035878,1
"352","12",10,8,66.068,-0.891118632925657,1
"353","13",6,5,218.28,-0.285775515484963,1
"354","14",14,9,55.778,0.287016934702205,1
"355","15",15,12,286.318,0.752674627610676,1
"356","16",9,5,78.96,-0.91490098004188,0
"357","17",13,8,116.418,-0.557811453649108,0
"358","18",6,5,64.55,-0.304285394021343,0
"359","19",36,13,203.388,0.254564067111078,0
"360","20",17,10,93.51,0.683746376927438,0
"361","1",11,10,87.218,-1.11989236443133,0
"362","2",17,12,131.288,-0.774654473469132,0
"363","3",15,9,203.03,-0.121274545357364,0
"364","4",35,12,423.546,0.402591289386846,0
"365","5",20,10,193.69,-0.103848950764644,0
"366","6",13,5,55.15,-1.65297188284342,1
"367","7",16,7,42.552,-0.838026006137351,1
"368","8",9,5,101.58,-0.475063981855253,1
"369","9",17,13,104.594,0.260403464110951,1
"370","10",12,11,95.63,0.799097476221641,1
"371","11",8,7,55.288,-1.16142935035878,1
"372","12",11,6,62.476,-0.891118632925657,1
"373","13",10,6,112.48,-0.285775515484963,1
"374","14",20,12,130.432,0.287016934702205,1
"375","15",25,13,335.924,0.752674627610676,1
"376","16",16,8,129.46,-0.91490098004188,0
"377","17",18,10,179.256,-0.557811453649108,0
"378","18",16,11,134.28,-0.304285394021343,0
"379","19",34,20,226.778,0.254564067111078,0
"380","20",17,9,96.988,0.683746376927438,0
"381","1",12,5,91.76,-1.11989236443133,0
"382","2",13,8,95.738,-0.774654473469132,0
"383","3",20,10,147.45,-0.121274545357364,0
"384","4",36,11,374.476,0.402591289386846,0
"385","5",18,10,218.818,-0.103848950764644,0
"386","6",8,5,54.47,-1.65297188284342,1
"387","7",18,10,83.24,-0.838026006137351,1
"388","8",7,7,59.18,-0.475063981855253,1
"389","9",22,12,89.162,0.260403464110951,1
"390","10",5,4,34.93,0.799097476221641,1
"391","11",4,3,13.276,-1.16142935035878,1
"392","12",8,6,192.964,-0.891118632925657,1
"393","13",12,5,108.76,-0.285775515484963,1
"394","14",18,8,79.224,0.287016934702205,1
"395","15",16,9,576.168,0.752674627610676,1
"396","16",14,7,92.118,-0.91490098004188,0
"397","17",19,9,127.656,-0.557811453649108,0
"398","18",7,6,69.8,-0.304285394021343,0
"399","19",26,13,147.272,0.254564067111078,0
"400","20",34,15,149.402,0.683746376927438,0
"401","1",7,6,50.23,-1.11989236443133,0
"402","2",14,8,105.738,-0.774654473469132,0
"403","3",13,9,147.358,-0.121274545357364,0
"404","4",33,12,334.158,0.402591289386846,0
"405","5",21,12,252.568,-0.103848950764644,0
"406","6",4,4,16.55,-1.65297188284342,1
"407","7",11,7,45.076,-0.838026006137351,1
"408","8",6,6,61.48,-0.475063981855253,1
"409","9",14,11,59.414,0.260403464110951,1
"410","10",7,5,41.31,0.799097476221641,1
"411","11",6,5,15.788,-1.16142935035878,1
"412","12",11,7,225.076,-0.891118632925657,1
"413","13",10,7,83.08,-0.285775515484963,1
"414","14",16,10,92.836,0.287016934702205,1
"415","15",18,12,523.706,0.752674627610676,1
"416","16",5,5,46.98,-0.91490098004188,0
"417","17",11,6,110.368,-0.557811453649108,0
"418","18",9,7,101.538,-0.304285394021343,0
"419","19",22,12,106.568,0.254564067111078,0
"420","20",14,9,103.808,0.683746376927438,0
"421","1",17,9,148.88,-1.11989236443133,0
"422","2",26,12,189.218,-0.774654473469132,0
"423","3",24,14,241.308,-0.121274545357364,0
"424","4",56,16,577.428,0.402591289386846,0
"425","5",25,15,242.96,-0.103848950764644,0
"426","6",18,8,137.57,-1.65297188284342,1
"427","7",28,11,174.534,-0.838026006137351,1
"428","8",14,9,103.08,-0.475063981855253,1
"429","9",25,16,145.012,0.260403464110951,1
"430","10",23,8,190.72,0.799097476221641,1
"431","11",13,9,85.276,-1.16142935035878,1
"432","12",17,9,72.362,-0.891118632925657,1
"433","13",16,10,107.128,-0.285775515484963,1
"434","14",28,13,113.358,0.287016934702205,1
"435","15",42,15,938.498,0.752674627610676,1
"436","16",10,7,89.48,-0.91490098004188,0
"437","17",21,11,266.118,-0.557811453649108,0
"438","18",29,13,259.56,-0.304285394021343,0
"439","19",47,16,233.448,0.254564067111078,0
"440","20",34,13,197.5,0.683746376927438,0
"441","1",7,5,42.21,-1.11989236443133,0
"442","2",14,11,75.088,-0.774654473469132,0
"443","3",17,9,210.11,-0.121274545357364,0
"444","4",29,14,306.828,0.402591289386846,0
"445","5",22,15,242.83,-0.103848950764644,0
"446","6",6,5,16.85,-1.65297188284342,1
"447","7",11,7,28.564,-0.838026006137351,1
"448","8",6,6,43.28,-0.475063981855253,1
"449","9",19,14,107.074,0.260403464110951,1
"450","10",17,11,166.82,0.799097476221641,1
"451","11",6,6,19.518,-1.16142935035878,1
"452","12",7,7,37.088,-0.891118632925657,1
"453","13",11,9,86.83,-0.285775515484963,1
"454","14",17,10,153.548,0.287016934702205,1
"455","15",20,12,278.778,0.752674627610676,1
"456","16",6,5,53.06,-0.91490098004188,0
"457","17",13,8,81.998,-0.557811453649108,0
"458","18",12,9,113.83,-0.304285394021343,0
"459","19",31,15,205.488,0.254564067111078,0
"460","20",22,12,178.31,0.683746376927438,0
"461","1",11,7,111.89,-1.11989236443133,0
"462","2",17,11,90.928,-0.774654473469132,0
"463","3",20,9,303.81,-0.121274545357364,0
"464","4",58,15,722.938,0.402591289386846,0
"465","5",23,10,344.76,-0.103848950764644,0
"466","6",8,5,29.96,-1.65297188284342,1
"467","7",16,9,86.336,-0.838026006137351,1
"468","8",10,6,56.66,-0.475063981855253,1
"469","9",26,13,188.84,0.260403464110951,1
"470","10",20,10,277.308,0.799097476221641,1
"471","11",13,7,36.198,-1.16142935035878,1
"472","12",15,10,95.808,-0.891118632925657,1
"473","13",13,7,149.6,-0.285775515484963,1
"474","14",30,11,357.168,0.287016934702205,1
"475","15",27,15,689.708,0.752674627610676,1
"476","16",10,8,114.448,-0.91490098004188,0
"477","17",12,6,126.248,-0.557811453649108,0
"478","18",19,11,344.71,-0.304285394021343,0
"479","19",32,13,328.308,0.254564067111078,0
"480","20",44,12,373.32,0.683746376927438,0
"481","1",18,13,68.998,-1.11989236443133,0
"482","2",24,14,117.988,-0.774654473469132,0
"483","3",22,12,149.97,-0.121274545357364,0
"484","4",57,16,381.388,0.402591289386846,0
"485","5",25,15,237.68,-0.103848950764644,0
"486","6",18,11,99.61,-1.65297188284342,1
"487","7",18,10,48.188,-0.838026006137351,1
"488","8",15,10,53.16,-0.475063981855253,1
"489","9",24,14,181.386,0.260403464110951,1
"490","10",23,11,136.73,0.799097476221641,1
"491","11",8,5,36.188,-1.16142935035878,1
"492","12",17,9,106.216,-0.891118632925657,1
"493","13",16,9,143.8,-0.285775515484963,1
"494","14",27,12,153.676,0.287016934702205,1
"495","15",30,15,368.148,0.752674627610676,1
"496","16",17,11,130.57,-0.91490098004188,0
"497","17",19,11,179.668,-0.557811453649108,0
"498","18",19,10,121.62,-0.304285394021343,0
"499","19",45,17,349.176,0.254564067111078,0
"500","20",32,13,261.26,0.683746376927438,0
"501","1",16,8,61.85,-1.11989236443133,0
"502","2",19,14,117.508,-0.774654473469132,0
"503","3",20,12,239.37,-0.121274545357364,0
"504","4",42,14,450.956,0.402591289386846,0
"505","5",18,11,220.7,-0.103848950764644,0
"506","6",8,7,56.03,-1.65297188284342,1
"507","7",17,11,111.564,-0.838026006137351,1
"508","8",14,11,78.64,-0.475063981855253,1
"509","9",24,15,158.002,0.260403464110951,1
"510","10",10,8,152.73,0.799097476221641,1
"511","11",9,7,56.108,-1.16142935035878,1
"512","12",9,6,42.788,-0.891118632925657,1
"513","13",11,10,81.088,-0.285775515484963,1
"514","14",18,10,95.406,0.287016934702205,1
"515","15",21,15,337.248,0.752674627610676,1
"516","16",8,6,65.01,-0.91490098004188,0
"517","17",18,12,170.288,-0.557811453649108,0
"518","18",10,8,98.12,-0.304285394021343,0
"519","19",37,16,304.834,0.254564067111078,0
"520","20",23,16,148.328,0.683746376927438,0
"521","1",9,8,80.01,-1.11989236443133,0
"522","2",23,12,173.618,-0.774654473469132,0
"523","3",24,11,181.43,-0.121274545357364,0
"524","4",40,13,391.448,0.402591289386846,0
"525","5",30,13,231.806,-0.103848950764644,0
"526","6",8,6,45.4,-1.65297188284342,1
"527","7",21,13,123.202,-0.838026006137351,1
"528","8",9,7,55.41,-0.475063981855253,1
"529","9",28,14,110.92,0.260403464110951,1
"530","10",19,9,98.64,0.799097476221641,1
"531","11",6,6,19.518,-1.16142935035878,1
"532","12",13,9,81.076,-0.891118632925657,1
"533","13",15,10,116.81,-0.285775515484963,1
"534","14",20,10,122.024,0.287016934702205,1
"535","15",28,12,350.078,0.752674627610676,1
"536","16",10,8,106.43,-0.91490098004188,0
"537","17",18,7,124.856,-0.557811453649108,0
"538","18",12,6,82.8,-0.304285394021343,0
"539","19",28,13,143.986,0.254564067111078,0
"540","20",21,10,120.088,0.683746376927438,0
"541","1",11,7,79.86,-1.11989236443133,0
"542","2",14,8,55.758,-0.774654473469132,0
"543","3",14,9,180.2,-0.121274545357364,0
"544","4",34,17,334.524,0.402591289386846,0
"545","5",17,11,220.15,-0.103848950764644,0
"546","6",5,5,25.55,-1.65297188284342,1
"547","7",17,10,57.372,-0.838026006137351,1
"548","8",10,5,76.36,-0.475063981855253,1
"549","9",23,13,101.252,0.260403464110951,1
"550","10",14,8,67.01,0.799097476221641,1
"551","11",9,7,47.708,-1.16142935035878,1
"552","12",10,7,42.076,-0.891118632925657,1
"553","13",13,9,119.488,-0.285775515484963,1
"554","14",18,13,88.778,0.287016934702205,1
"555","15",23,14,278.156,0.752674627610676,1
"556","16",8,7,59.65,-0.91490098004188,0
"557","17",15,7,78.636,-0.557811453649108,0
"558","18",13,10,115.988,-0.304285394021343,0
"559","19",23,14,168.258,0.254564067111078,0
"560","20",15,9,92.57,0.683746376927438,0
"561","1",12,8,260.53,-1.11989236443133,0
"562","2",23,10,142.588,-0.774654473469132,0
"563","3",27,15,367.95,-0.121274545357364,0
"564","4",32,14,399.818,0.402591289386846,0
"565","5",20,13,222.568,-0.103848950764644,0
"566","6",8,4,81.75,-1.65297188284342,1
"567","7",13,9,127.076,-0.838026006137351,1
"568","8",8,6,124.18,-0.475063981855253,1
"569","9",17,13,106.274,0.260403464110951,1
"570","10",10,7,103.23,0.799097476221641,1
"571","11",10,8,94.756,-1.16142935035878,1
"572","12",16,9,118.126,-0.891118632925657,1
"573","13",16,10,155.85,-0.285775515484963,1
"574","14",14,11,115.048,0.287016934702205,1
"575","15",22,14,544.718,0.752674627610676,1
"576","16",10,8,87.58,-0.91490098004188,0
"577","17",23,11,258.048,-0.557811453649108,0
"578","18",12,7,177.6,-0.304285394021343,0
"579","19",28,14,235.388,0.254564067111078,0
"580","20",14,7,116,0.683746376927438,0
"581","1",22,12,141.988,-1.11989236443133,0
"582","2",23,10,121.548,-0.774654473469132,0
"583","3",26,12,211.89,-0.121274545357364,0
"584","4",69,19,552.566,0.402591289386846,0
"585","5",35,15,362.678,-0.103848950764644,0
"586","6",10,8,41.45,-1.65297188284342,1
"587","7",21,13,82.106,-0.838026006137351,1
"588","8",13,7,48.208,-0.475063981855253,1
"589","9",38,16,240.912,0.260403464110951,1
"590","10",20,12,81.73,0.799097476221641,1
